,mean_speed,variance,cum_variance,departed,link1,link2,link3,link4,link5
1,18.176016543323193,0.07096321765778674,0.0,1491,18.1998689407365,18.153028658848726,18.28160175037204,18.293471968204667,18.14398345491061
