,mean_speed,variance,cum_variance,departed,link1,link2,link3,link4,link5
1,18.372899139135303,0.07215339450909677,0.0,1490,18.477099663304237,18.244330193857785,18.422620066336776,18.45084734954793,18.374400130156832
