,mean_speed,variance,cum_variance,departed,link1,link2,link3,link4,link5
1,18.359691873266765,0.038846497029483854,0.0,2937,18.38925537955926,18.300628779877258,18.38310330272365,18.432351425819295,18.50634952155555
