,mean_speed,mean_accel,variance,cum_variance,departed
1,17.53315724604994,-0.002825874739616509,0.07341304804064708,0.0,3002
2,17.39447178445155,-0.0038355926742809237,0.08274063436226303,0.0048084143146895275,2996
3,17.440563519781154,-0.0035513375510418297,0.048555942298353444,0.0033257448298656647,3003
4,17.461577398580484,0.0013358505016827966,0.052488825955423625,0.0025000077863972306,2993
5,17.488596657785816,0.002206405684942598,0.04848135123887691,0.0021552994041428722,3000
6,17.40579313334668,-0.0030739646747223706,0.035771069532164676,0.002261376748030165,2995
7,17.4620116623395,0.0015860292037189671,0.06186856542192706,0.0019461303776513626,2999
8,17.398520374895792,-0.00017860665139670686,0.058196231729552905,0.002053835222930182,3000
9,17.46077616647859,-0.0006827874063734428,0.08263851283604894,0.001841535343054476,3001
10,17.46522568499865,-0.00427425077038186,0.07626221402837924,0.0016796486372142529,3003
11,17.604826188451252,0.0018007211909980886,0.0440070991268519,0.0034807682993330245,3003
12,17.401353932368856,0.003465957206312341,0.06482371544039572,0.0035006017353239583,2996
13,17.47073096776459,0.0028846479176936847,0.046555685526925544,0.0032399031040241852,2987
14,17.594995994442407,-0.002068402788999015,0.14477545888098195,0.004206757864700315,3001
15,17.395720891315136,-0.0035315899556704715,0.08587776263692533,0.004271330647227273,2996
16,17.441990915364098,-0.00018194154273549616,0.06690034838833296,0.004035993025777963,2995
17,17.4360910592582,0.003238204303908167,0.06383715614317395,0.003840995394532147,2998
18,17.45283716352492,0.00022963964290631723,0.08144547751614281,0.0036321489397166673,2999
19,17.486818009789086,-0.0014896381265534248,0.08529864972224,0.0034726309785658035,2999
20,17.52992298875084,-0.001653779277566685,0.048250472842681094,0.003512052107304379,2998
