mean_speed,variance,departed
18.3982096348,0.071974527423,2939
18.3085341459,0.0723358603695,2940
18.3065194995,0.0378029272268,2940
18.4463511419,0.0473230465298,2940
18.3110167442,0.0554775495272,2940
18.255570271,0.0908092611038,2940
18.3967987807,0.0729333129912,2937
18.2943102567,0.0564256490799,2938
18.2898923058,0.0688914993727,2940
18.2337872515,0.0488467220786,2939
18.4152923022,0.0570091811801,2939
18.3433136781,0.0758288147017,2940
18.3593458308,0.0268312012267,2940
18.3914294592,0.058864930878,2940
18.2979433969,0.0486380401314,2940
18.2458232584,0.0477514178126,2939
18.3466358186,0.0685675181934,2939
18.278225046,0.0758368766133,2939
18.3230725665,0.0514953136834,2940
18.2255253892,0.0590057144664,2940
18.2840444661,0.0405843618179,2940
18.3787745599,0.0600100152696,2940
18.278203898,0.0273019776624,2940
18.4257037267,0.0531368560065,2940
18.3618134687,0.0627801536334,2940
18.3097510943,0.0864305278775,2940
18.3530560008,0.0550101243872,2939
18.225495677,0.0608236090421,2940
18.2902590086,0.0980500039522,2940
18.3784338788,0.0599804260726,2940
18.3314700242,0.0959263742957,2940
18.2418856521,0.067795423368,2939
18.3303679894,0.0835028151987,2940
18.3560077531,0.067178482254,2940
18.3882903288,0.0779890847233,2939
18.3326925636,0.0640456430167,2940
18.2268707356,0.0747529069569,2939
18.2101543049,0.0598428829201,2939
18.2629596717,0.0433838479769,2940
18.3958119755,0.0565955667905,2940
18.3331460336,0.057500440911,2940
18.3775656943,0.0770402468611,2940
18.1861327659,0.165229170024,2940
18.2975769909,0.0512827715709,2938
18.2493681208,0.0489194870833,2940
18.3038294459,0.0635508261038,2940
18.3348093482,0.0547437418057,2940
