mean_speed,variance,departed
18.3764589283,0.0434384142755,2940
18.447883482,0.059252091602,2940
18.1630177228,0.101816197093,2940
18.240457799,0.0517698222474,2940
18.3104753858,0.102236664908,2939
18.2981360921,0.0807884518242,2940
18.3846756114,0.0327166093554,2938
18.2369013952,0.122738352634,2939
18.2055038516,0.0799901904099,2938
18.2232941245,0.0478949889513,2940
18.2069840696,0.0678149402278,2940
18.3976787295,0.0559235281124,2940
18.2216488233,0.0561378227407,2940
18.284739446,0.0716373256984,2940
18.3367229749,0.0589461273345,2940
18.330384497,0.0422334446982,2940
18.2789743644,0.0965068272497,2940
18.2573750772,0.0520403341034,2940
18.3618415453,0.0760261460345,2939
