,mean_speed,variance,cum_variance,departed,link1,link2,link3,link4,link5
1,18.411828058077198,0.046829547355618534,0.0,2938,18.393881502890235,18.38981310809201,18.462327738329137,18.412554672820146,18.4815341704929
